id;plage;pharmacie;telephone1;telephone2;telephone3;localisation
823;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;EFOULAN;242 06 74 26;;;"à côté PALAIS CHARLES ATANGANA
(EFOULAN)"
824;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;BLED  du;674 43 15 22;;;Carrefour CARAMBA - NKOLBISSON
825;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;LAC  du;222 22 20 80;;;MINISTERE de l'EQUIPEMENT
826;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;BIYEM-ASSI  de;222 31 71 93;676 11 37 86;;face NIKI
827;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;GRACE  de la;242 04 15 61;;;MENDONG - Quincaillerie de la PAIX
828;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;UNIVERSELLE;650 71 43 82;698 18 29 08;;BIYEM-ASSI BISCUITERIE
829;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;DIGNITE;651 53 12 83;697 68 26 88;;OLEMBE _ Entrée ECOLE
830;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;BLEUE PLUS;222 21 14 92;;;face HOPITAL GENERAL
831;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;RELAIS DE NKOMO  le;653 74 33 45;655 82 72 54;;PAROISSE NKOAYOS
832;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;H&L;696 61 39 74;680 93 36 62;;face Boulangerie Essomba
833;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;MESSAMENDONGO;693 05 53 75;650 26 51 41;;Carrefour MESSAMENDONGO
834;Sam. 02 Sept. 2023 à 8h - Lun. 04 Sept. 2023 à 8h;SAINTE URIEL;693 74 14 05;652 73 22 65;;DERNIER POTEAU _ EKIE
835;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;URBAINE;222 23 49 11;697 55 15 56;;Montée ANE ROUGE - HÔTEL ROYAL
863;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;GOD'S GLORY PHARMACY;242 15 89 55;243 23 05 31;;Entrée KOWEIT CITY - ODZA
865;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;MARCHE  du;242 01 50 46;690 30 75 88;;MARCHE CENTRAL
866;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;HORTENSIA  les;243 60 79 84;698 64 80 95;;POLYCLINIQUE TSINGA
867;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;BOTANIK;694 73 54 60;;;SHAKESPEARE MIMBOMAN I
868;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;SANTE;222 22 30 03 /;690 10 02 40;;face HÔPITAL DE LA CAISSE
869;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;ATHERA;620 26 13 34;650 62 05 05;;TiTI GARAGE - Résidence VERTE
870;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;NSAM EFOULAN;242 19 40 81;222 31 98 59;;Carrefour NSAM
871;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;SOTOWNEK;242 67 51 15;697 95 38 86;;Carrefour MEEC.
872;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;QUEENS;656 77 61 78;670 37 80 09;;à côté TRADEX NKOLBIKOK
873;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;BEATITUDES  les;242 03 75 82;677 96 21 16;;Carrefour LYCEE DE BIYEM - ASSI
874;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;CENTRE MESSASSI (Ydé)  du;670.36.79.82;696.22.05.82;;Carrefour MESSASSI
875;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;PALAIS;691 54 16 18;;;après la STATION TOTAL ETOUDI
876;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;H&L;696 61 39 74;680 93 36 62;;face Boulangerie Essomba
877;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;ODZA  d';691 86 77 72;;;Carrefour MBOG-ABANG
878;Mer. 30 Août. 2023 à 8h - Jeu. 31 Août. 2023 à 8h;MINKAN  de;697 24 77 75;673 49 07 17;;"MINKAN entrée par Carrefour TERMINUS
ODZA"
879;Mar. 29 Août. 2023 à 8h - Mer. 30 Août. 2023 à 8h;BIEN ETRE  du;677 33 80 28;;;"ELIG ESSONO (face HÔTEL GRAND
MOULIN)"
880;Mar. 29 Août. 2023 à 8h - Mer. 30 Août. 2023 à 8h;ALLIANCE;222 21 88 54;693 78 75 35;;ECOLE PUBLIQUE DE BASTOS
881;Mar. 29 Août. 2023 à 8h - Mer. 30 Août. 2023 à 8h;CHATEAU DE MIMBOMAN  du;242 06 22 98;;;CHAPELLE D'EMOMBO
882;Mar. 29 Août. 2023 à 8h - Mer. 30 Août. 2023 à 8h;ELIG-EDZOA  d';677 71 81 27;;;face CASSE ELIG EDZOA
883;Mar. 29 Août. 2023 à 8h - Mer. 30 Août. 2023 à 8h;STADE  du;222 20 67 10;;;STADE OMNISPORT
884;Mar. 29 Août. 2023 à 8h - Mer. 30 Août. 2023 à 8h;ESSELE;691 98 27 60;;;Carrefour DAMASE  face DEPÔT DE BOIS
885;Mar. 29 Août. 2023 à 8h - Mer. 30 Août. 2023 à 8h;GLOIRE;691 11 59 91;683 95 31 42;;300m après USINE DES EAUX 
836;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;ELOBI;222 20 41 37;658 18 37 18;;MOKOLO ELOBI
837;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;LYRIS;681 32 45 92;;;MIMBOMAN CHAPELLE  face Feicom
849;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;XAVYO;222 23 63 40;;;MESS DES OFFICIERS
850;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;K'FOUR MOTO GEORGES;242 19 28 27;698 01 05 19;;MOTO GEORGES
851;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;MEMORIAL  le;674 09 23 87;222 30 05 81;;Carrefour Iptec à Nkolndongo
852;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;CRYSTALLIS  le;242 71 05 86;667 08 95 63;;Carrefour ETOA MEKI
853;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;SAINTE ANNE;696 48 84 87;653 19 27 79;;face Polyclinique FOUDA – quartier
854;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;PRIORITE SANTE;671 02 52 81;656 10 94 95;;"Brigade de Gendarmerie de
NKOLMESSENG"
855;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;AHALA  d';690 80 93 02;682 93 60 72;;Barrière AHALA
856;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;MARIJOVA;699 98 86 83;;;"Entre Carrefour MEEC et DOVV - Nvlle
route NKOLBISSONG"
857;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;MANDELA;242 79 29 85;;;Face CHU
858;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;JERUSALEM;222 31 01 09;698 29 47 88;;Carrefour TKC - ETOUG-EBE
859;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;PRINCIPALE;222 31 49 08;;;Entrée IRIC - Carrefour OBILI
860;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;OLEMBE;658 24 86 75;;;face STATION PETROLEX  OLEMBE
861;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;TONGOLO;222 20 94 85;657 95 18 18;;Carrefour CLUB YANNICK
862;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;EKOUNOU;222 30 67 78;;;LABOGENIE EKOUNOU
864;Jeu. 31 Août. 2023 à 8h - Ven. 01 Sept. 2023 à 8h;BETHEL PHARMACY;222 30 07 41;;;EKIE _ BOULANGERIE MERLOT
1228;Mar. 01 Août. 2023 à 8h - Mer. 02 Août. 2023 à 8h;BETHEL PHARMACY;222 30 07 41;;;EKIE _ BOULANGERIE MERLOT
1229;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;URBAINE;222 23 49 11;697 55 15 56;;Montée ANE ROUGE - HÔTEL ROYAL
1230;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;HORTENSIA  les;243 60 79 84;698 64 80 95;;POLYCLINIQUE TSINGA
1231;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;AUMACHA;680 82 25 57;657 65 34 20 /;;MIMBOMAN PETIT MARCHÉ  derriére
1232;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;BON BERGER  le;242 60 67 77;6 99 98 51 68;691 24 86 07;"NOUVELLE ROUTE OMNISPORTS - Rue
FOE"
1233;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;CHAPELLE  de la;222 21 33 21;;;CHAPELLE NGOUSSO
1234;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;TROPICANA;673 22 71 44;;;entrée OFFICE DU BAC _ MVAN
1235;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;OYOM ABANG;699 93 11 81;673 28 49 44;;PLACE DU MARCHE
1236;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;MESSA;222 22 53 54;694 28 73 04;;Entrée CAMP YEYAP _ MESSA
1237;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;MELEN 8;222 31 68 63;242 08 31 89;;Carrefour BIYEM-ASSI
1238;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;CANA;222 20 97 51;;;Carrefour JAMOT
1239;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;BAYARD;670 11 54 36;;;face HÔPITAL GYNECO OBSTÉTRIQUE
838;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;BON BERGER  le;242 60 67 77;6 99 98 51 68;;"NOUVELLE ROUTE OMNISPORTS - Rue
FOE"
839;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;CHAPELLE  de la;222 21 33 21;;;CHAPELLE NGOUSSO
840;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;NKONDONGO;242 00 47 60;242 11 54 07;;NKONDONGO ECOLE
841;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;OYOM ABANG;699 93 11 81;673 28 49 44;;PLACE DU MARCHE
842;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;CARREFOUR EMIA;222 23 42 07;222 23 00 86 /;;EMIA
843;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;TERANGA  la;698 83 22 97;;;à 100m SUPERMARCHE DOVV
844;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;NSIMEYONG;694 01 12 46;620 26 36 89;;Chapelle NSIMEYONG
845;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;CANA;222 20 97 51;;;Carrefour JAMOT
846;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;BAYARD;670 11 54 36;;;face HÔPITAL GYNECO OBSTÉTRIQUE
847;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;SAINTE ELISABETH de NKOMO;243 15 30 58;;;Carrefour NKOMO _ face BOULANGERIE
848;Ven. 01 Sept. 2023 à 8h - Sam. 02 Sept. 2023 à 8h;FOI  de la;656 49 68 11;681 52 63 19;;PETIT MARCHE D'ODZA
1240;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;SAINTE ELISABETH de NKOMO;243 15 30 58;;;"Carrefour NKOMO _ face BOULANGERIE
FONTANA"
1241;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;ODZA  d';691 86 77 72;;;Carrefour MBOG-ABANG
1242;Lun. 31 Juil. 2023 à 8h - Mar. 01 Août. 2023 à 8h;MINKAN  de;697 24 77 75;673 49 07 17;;"MINKAN entrée par Carrefour TERMINUS
ODZA"
